,date,btc_price,eth_price,ltc_price,name,total,price,open,high,low,vol,change
659,5/30/17,2255.36,195.61,25.32,8315.0,6876129.0,,,,,,
660,5/31/17,2187.19,231.58,24.29,8319.0,6884448.0,,,,,,
661,6/1/17,2288.33,230.89,25.34,8327.0,6892775.0,,,,,,
662,6/2/17,2404.03,222.29,28.9,8338.0,6901113.0,,,,,,
663,6/3/17,2493.72,223.46,29.04,8343.0,6909456.0,,,,,,
664,6/4/17,2547.79,224.12,27.65,8348.0,6917804.0,,,,,,
665,6/5/17,2512.4,245.26,28.09,8355.0,6926159.0,,,,,,
666,6/6/17,2690.84,248.6,30.84,8367.0,6934526.0,,,,,,
667,6/7/17,2869.38,264.26,30.57,8371.0,6942897.0,,,,,,
668,6/8/17,2720.49,257.99,28.38,8375.0,6951272.0,,,,,,
669,6/9/17,2807.44,261.75,30.19,8386.0,6959658.0,,,,,,
670,6/10/17,2828.14,282.01,29.68,8388.0,6968046.0,,,,,,
671,6/11/17,2942.41,338.79,30.5,8392.0,6976438.0,,,,,,
672,6/12/17,2953.22,341.16,33.23,8401.0,6984839.0,,,,,,
673,6/13/17,2680.91,395.69,29.49,8411.0,6993250.0,,,,,,
674,6/14/17,2716.88,397.59,30.74,8419.0,7001669.0,,,,,,
675,6/15/17,2499.58,358.51,30.22,8422.0,7010091.0,,,,,,
676,6/16/17,2469.57,361.18,30.28,8425.0,7018516.0,,,,,,
677,6/17/17,2514.01,369.88,36.18,8431.0,7026947.0,,,,,,
678,6/18/17,2655.35,379.52,47.44,8432.0,7035379.0,,,,,,
679,6/19/17,2549.03,371.86,46.16,8434.0,7043813.0,,,,,,
680,6/20/17,2591.26,370.33,50.41,8442.0,7052255.0,,,,,,
681,6/21/17,2709.43,359.54,47.3,8446.0,7060701.0,,,,,,
682,6/22/17,2691.03,337.73,47.72,8455.0,7069156.0,,,,,,
683,6/23/17,2707.34,336.49,47.75,8458.0,7077614.0,,,,,,
684,6/24/17,2738.52,341.63,47.25,8463.0,7086077.0,,,,,,
685,6/25/17,2607.25,323.47,44.49,8468.0,7094545.0,,,,,,
686,6/26/17,2590.57,302.95,44.04,8473.0,7103018.0,,,,,,
687,6/27/17,2478.45,272.69,41.13,8479.0,7111497.0,,,,,,
688,6/28/17,2553.03,293.04,40.82,8485.0,7119982.0,,,,,,
689,6/29/17,2567.56,328.37,42.83,8492.0,7128474.0,,,,,,
690,6/30/17,2539.24,303.15,41.04,8503.0,7136977.0,,,,,,
691,7/1/17,2492.6,293.35,40.4,8506.0,7145483.0,,,,,,
692,7/2/17,2436.4,275.12,38.95,8508.0,7153991.0,,,,,,
693,7/3/17,2498.56,288.41,41.48,8510.0,7162501.0,,,,,,
694,7/4/17,2561.0,282.19,46.56,8517.0,7171018.0,,,,,,
695,7/5/17,2602.87,273.1,55.27,8523.0,7179541.0,,,,,,
696,7/6/17,2608.1,268.86,53.2,8527.0,7188068.0,,,,,,
697,7/7/17,2608.59,270.35,51.1,8533.0,7196601.0,,,,,,
698,7/8/17,2520.27,245.89,46.64,8535.0,7205136.0,,,,,,
699,7/9/17,2572.61,251.82,52.36,8538.0,7213674.0,,,,,,
700,7/10/17,2525.25,243.01,49.91,8543.0,7222217.0,,,,,,
701,7/11/17,2385.89,211.53,46.27,8548.0,7230765.0,,,,,,
702,7/12/17,2332.77,197.15,45.26,8553.0,7239318.0,,,,,,
703,7/13/17,2402.7,231.81,48.72,8559.0,7247877.0,,,,,,
704,7/14/17,2360.59,209.53,46.36,8565.0,7256442.0,,,,,,
705,7/15/17,2230.12,199.71,42.81,8571.0,7265013.0,,,,,,
706,7/16/17,1991.98,169.57,38.92,8573.0,7273586.0,,,,,,
707,7/17/17,1932.62,159.99,41.19,,,,,,,,
708,7/18/17,2233.52,195.03,42.62,8574.0,7282160.0,,,,,,
709,7/19/17,2323.08,234.94,44.35,8576.0,7290736.0,,,,,,
710,7/20/17,2269.89,205.42,40.96,8583.0,7299319.0,,,,,,
711,7/21/17,2838.41,226.06,45.07,8589.0,7307908.0,,,,,,
712,7/22/17,2668.63,217.86,45.77,,,,,,,,
713,7/23/17,2808.1,229.12,46.63,8597.0,7316505.0,,,,,,
714,7/24/17,2732.7,226.28,44.16,8605.0,7325110.0,,,,,,
715,7/25/17,2757.5,224.37,44.48,8608.0,7333718.0,,,,,,
716,7/26/17,2577.77,207.09,42.29,8613.0,7342331.0,,,,,,
717,7/27/17,2538.71,204.86,42.35,8620.0,7350951.0,,,,,,
718,7/28/17,2679.73,204.32,42.22,8626.0,7359577.0,,,,,,
719,7/29/17,2807.02,193.34,40.56,8634.0,7368211.0,,,,,,
720,7/30/17,2724.39,206.74,41.18,8636.0,7376847.0,,,,,,
721,7/31/17,2763.24,197.41,40.34,8649.0,7385496.0,,,,,,
722,8/1/17,2871.3,204.69,43.02,8657.0,7394153.0,,,,,,
723,8/2/17,2727.13,227.01,43.07,8665.0,7402818.0,,,,,,
724,8/3/17,2709.56,220.18,42.19,8674.0,7411492.0,,,,,,
725,8/4/17,2806.93,225.31,42.89,8682.0,7420174.0,,,,,,
726,8/5/17,2897.63,222.85,43.49,8684.0,7428858.0,,,,,,
727,8/6/17,3257.61,256.42,46.84,8689.0,7437547.0,,,,,,
728,8/7/17,3212.78,261.24,45.17,8698.0,7446245.0,,,,,,
729,8/8/17,3370.22,269.1,45.9,8702.0,7454947.0,,,,,,
730,8/9/17,3420.4,297.63,48.59,8711.0,7463658.0,,,,,,
731,8/10/17,3341.84,296.96,48.05,8714.0,7472372.0,,,,,,
732,8/11/17,3373.82,294.5,46.4,8722.0,7481094.0,,,,,,
733,8/12/17,3650.63,308.71,47.05,8734.0,7489828.0,,,,,,
734,8/13/17,3880.04,310.37,46.57,8735.0,7498563.0,,,,,,
735,8/14/17,4066.1,298.03,45.83,8747.0,7507310.0,,,,,,
736,8/15/17,4326.99,299.95,45.81,8753.0,7516063.0,,,,,,
737,8/16/17,4200.34,289.82,43.37,8767.0,7524830.0,,,,,,
738,8/17/17,4384.44,302.81,44.18,8777.0,7533607.0,,,,,,
739,8/18/17,4324.34,301.7,43.9,8783.0,7542390.0,,,,,,
740,8/19/17,4137.75,296.18,47.05,8787.0,7551177.0,,,,,,
741,8/20/17,4189.31,296.64,45.38,8792.0,7559969.0,,,,,,
742,8/21/17,4090.48,300.48,46.19,8802.0,7568771.0,,,,,,
743,8/22/17,3998.35,321.06,47.9,8809.0,7577580.0,,,,,,
744,8/23/17,4089.01,315.27,46.71,8820.0,7586400.0,,,,,,
745,8/24/17,4137.6,317.45,52.82,8841.0,7595241.0,,,,,,
746,8/25/17,4332.82,326.11,50.17,8850.0,7604091.0,,,,,,
747,8/26/17,4372.06,331.99,51.17,8857.0,7612948.0,,,,,,
748,8/27/17,4345.1,334.36,51.8,8864.0,7621812.0,,,,,,
749,8/28/17,4384.45,350.04,61.36,8878.0,7630690.0,,,,,,
750,8/29/17,4389.21,347.96,62.39,8887.0,7639577.0,,,,,,
751,8/30/17,4570.36,369.47,63.16,8892.0,7648469.0,,,,,,
752,8/31/17,4555.59,378.44,64.16,8908.0,7657377.0,,,,,,
753,9/1/17,4701.76,383.47,70.86,8918.0,7666295.0,,,,,,
754,9/2/17,4901.42,387.82,85.83,8923.0,7675218.0,,,,,,
755,9/3/17,4585.27,350.23,78.98,8934.0,7684152.0,,,,,,
756,9/4/17,4591.63,347.13,76.73,8944.0,7693096.0,,,,,,
757,9/5/17,4228.29,297.57,65.25,8954.0,7702050.0,,,,,,
758,9/6/17,4376.59,313.8,71.78,8957.0,7711007.0,,,,,,
759,9/7/17,4589.14,333.52,79.88,8967.0,7719974.0,,,,,,
760,9/8/17,4605.16,329.64,78.45,8975.0,7728949.0,,,,,,
761,9/9/17,4229.81,296.17,67.21,8979.0,7737928.0,,,,,,
762,9/10/17,4229.34,294.06,65.8,8986.0,7746914.0,,,,,,
763,9/11/17,4122.47,289.75,61.65,8993.0,7755907.0,,,,,,
764,9/12/17,4168.88,294.63,66.24,9002.0,7764909.0,,,,,,
765,9/13/17,4131.98,291.12,64.32,9013.0,7773922.0,,,,,,
766,9/14/17,3875.37,276.59,61.64,9044.0,7782966.0,,,,,,
767,9/15/17,3166.3,215.22,41.69,9055.0,7792021.0,,,,,,
768,9/16/17,3637.75,250.87,48.13,9063.0,7801084.0,,,,,,
769,9/17/17,3606.28,245.85,48.23,9068.0,7810152.0,,,,,,
770,9/18/17,3591.09,252.23,48.53,9077.0,7819229.0,,,,,,
771,9/19/17,4073.79,293.66,55.68,9090.0,7828319.0,,,,,,
772,9/20/17,3916.36,282.01,52.74,9100.0,7837419.0,,,,,,
773,9/21/17,3901.47,283.26,51.66,9122.0,7846541.0,,,,,,
774,9/22/17,3628.02,258.11,46.65,9127.0,7855668.0,,,,,,
775,9/23/17,3629.92,264.6,48.16,9135.0,7864803.0,,,,,,
776,9/24/17,3796.15,286.21,49.25,9146.0,7873949.0,,,,,,
777,9/25/17,3681.58,282.22,47.62,9153.0,7883102.0,,,,,,
778,9/26/17,3928.41,292.35,51.69,9162.0,7892264.0,,,,,,
779,9/27/17,3892.94,287.02,51.58,9175.0,7901439.0,,,,,,
780,9/28/17,4197.13,306.47,56.21,9182.0,7910621.0,,,,,,
781,9/29/17,4171.62,299.12,54.11,9191.0,7919812.0,,,,,,
782,9/30/17,4166.11,291.48,52.63,9199.0,7929011.0,,,,,,
783,10/1/17,4341.05,301.55,55.14,9208.0,7938219.0,,,,,,
784,10/2/17,4395.81,302.48,54.55,9249.0,7947468.0,,,,,,
785,10/3/17,4408.46,297.48,53.39,9258.0,7956726.0,,,,,,
786,10/4/17,4319.37,292.75,52.28,9266.0,7965992.0,,,,,,
787,10/5/17,4229.88,292.77,51.4,9290.0,7975282.0,,,,,,
788,10/6/17,4324.46,295.15,51.64,9299.0,7984581.0,,,,,,
789,10/7/17,4369.35,308.89,52.14,9307.0,7993888.0,,,,,,
790,10/8/17,4429.67,311.06,52.49,9311.0,8003199.0,,,,,,
791,10/9/17,4614.52,308.67,53.08,9314.0,8012513.0,,,,,,
792,10/10/17,4776.21,297.6,50.15,9319.0,8021832.0,,,,,,
793,10/11/17,4789.25,301.18,50.75,9340.0,8031172.0,,,,,,
794,10/12/17,4829.58,303.5,50.89,9346.0,8040518.0,,,,,,
795,10/13/17,5464.16,304.08,60.55,9358.0,8049876.0,,,,,,
796,10/14/17,5643.53,338.85,59.41,9365.0,8059241.0,,,,,,
797,10/15/17,5835.96,339.53,64.13,9375.0,8068616.0,,,,,,
798,10/16/17,5687.57,336.71,65.72,9383.0,8077999.0,,,,,,
799,10/17/17,5741.58,333.48,64.67,9401.0,8087400.0,,,,,,
800,10/18/17,5603.82,316.94,59.59,9409.0,8096809.0,,,,,,
801,10/19/17,5583.74,314.54,60.82,9423.0,8106232.0,,,,,,
802,10/20/17,5708.11,308.05,59.81,9437.0,8115669.0,,,,,,
803,10/21/17,5996.79,303.57,60.3,9450.0,8125119.0,,,,,,
804,10/22/17,6036.66,300.55,58.27,9455.0,8134574.0,,,,,,
805,10/23/17,6006.0,295.1,56.77,9469.0,8144043.0,,,,,,
806,10/24/17,5935.52,287.12,54.96,9482.0,8153525.0,,,,,,
807,10/25/17,5524.6,298.44,55.95,9507.0,8163032.0,,,,,,
808,10/26/17,5747.95,298.02,56.47,9521.0,8172553.0,,,,,,
809,10/27/17,5899.74,296.51,55.67,9535.0,8182088.0,,,,,,
810,10/28/17,5787.82,297.92,55.38,9540.0,8191628.0,,,,,,
811,10/29/17,5754.44,296.38,54.67,9546.0,8201174.0,,,,,,
812,10/30/17,6114.85,304.78,56.84,9559.0,8210733.0,,,,,,
813,10/31/17,6132.02,307.38,56.37,9571.0,8220304.0,,,,,,
814,11/1/17,6440.97,305.76,55.74,9582.0,8229886.0,,,,,,
815,11/2/17,6777.77,290.73,53.56,9596.0,8239482.0,,,,,,
816,11/3/17,7087.53,288.5,54.58,9606.0,8249088.0,,,,,,
817,11/4/17,7164.48,305.48,56.22,9608.0,8258696.0,,,,,,
818,11/5/17,7404.52,300.04,55.03,9618.0,8268314.0,,,,,,
819,11/6/17,7403.22,296.43,54.76,9638.0,8277952.0,,,,,,
820,11/7/17,7023.1,298.57,54.99,9656.0,8287608.0,,,,,,
821,11/8/17,7141.38,294.27,61.11,9678.0,8297286.0,,,,,,
822,11/9/17,7446.83,308.64,62.49,9690.0,8306976.0,,,,,,
823,11/10/17,7173.73,320.67,64.44,9700.0,8316676.0,,,,,,
824,11/11/17,6618.61,298.59,59.35,9710.0,8326386.0,,,,,,
825,11/12/17,6295.45,314.69,62.31,9718.0,8336104.0,,,,,,
826,11/13/17,5938.25,307.02,59.18,9723.0,8345827.0,,,,,,
827,11/14/17,6561.48,316.76,61.64,9742.0,8355569.0,,,,,,
828,11/15/17,6634.76,337.96,62.78,9752.0,8365321.0,,,,,,
829,11/16/17,7323.24,333.44,63.81,9762.0,8375083.0,,,,,,
830,11/17/17,7853.57,330.17,70.45,9774.0,8384857.0,,,,,,
831,11/18/17,7697.21,331.98,67.41,9784.0,8394641.0,,,,,,
832,11/19/17,7766.03,347.4,69.51,9790.0,8404431.0,,,,,,
833,11/20/17,8039.07,354.09,71.41,9806.0,8414237.0,,,,,,
834,11/21/17,8205.74,367.44,72.2,9829.0,8424066.0,,,,,,
835,11/22/17,8077.95,360.31,70.18,9835.0,8433901.0,,,,,,
836,11/23/17,8232.38,381.44,71.98,9851.0,8443752.0,,,,,,
837,11/24/17,8074.02,412.5,73.14,9859.0,8453611.0,,,,,,
838,11/25/17,8241.71,475.68,77.91,9867.0,8463478.0,,,,,,
839,11/26/17,8789.04,465.97,88.94,9881.0,8473359.0,,,,,,
840,11/27/17,9352.72,471.53,85.89,9902.0,8483261.0,,,,,,
841,11/28/17,9823.43,480.52,91.72,9926.0,8493187.0,,,,,,
842,11/29/17,10077.4,473.28,96.01,9957.0,8503144.0,,,,,,
843,11/30/17,9906.79,431.21,86.25,10020.0,8513164.0,,,,,,
844,12/1/17,10198.6,445.21,88.0,10040.0,8523204.0,,,,,,
845,12/2/17,10978.3,466.85,98.94,10054.0,8533258.0,,,,,,
846,12/3/17,11082.7,463.7,100.19,10064.0,8543322.0,,,,,,
847,12/4/17,11315.4,466.05,101.4,10081.0,8553403.0,,,,,,
848,12/5/17,11685.7,470.29,104.28,10091.0,8563494.0,,,,,,
849,12/6/17,11923.4,462.6,102.48,10107.0,8573601.0,,,,,,
850,12/7/17,14266.1,426.37,99.98,10124.0,8583725.0,,,,,,
851,12/8/17,17802.9,434.99,98.33,10212.0,8593937.0,,,,,,
852,12/9/17,16523.3,457.34,127.48,10225.0,8604162.0,,,,,,
853,12/10/17,15168.4,472.79,155.63,10241.0,8614403.0,,,,,,
854,12/11/17,15427.4,440.36,148.26,10264.0,8624667.0,,,,,,
855,12/12/17,16919.8,522.29,212.46,10293.0,8634960.0,,,,,,
856,12/13/17,17500.0,644.91,315.36,10321.0,8645281.0,,,,,,
857,12/14/17,16384.6,700.59,301.2,10356.0,8655637.0,,,,,,
858,12/15/17,16601.3,696.38,280.97,10374.0,8666011.0,,,,,,
859,12/16/17,17760.3,686.19,299.34,10394.0,8676405.0,,,,,,
860,12/17/17,19475.8,696.24,301.78,10401.0,8686806.0,,,,,,
861,12/18/17,19106.4,721.73,318.95,10414.0,8697220.0,"19,055","20,000","20,500","18,170",3.86K,-2.53
862,12/19/17,19118.3,793.9,359.13,10433.0,8707653.0,"17,555","19,070","19,650","17,530",2.60K,-7.87
863,12/20/17,17760.3,827.52,349.6,10448.0,8718101.0,"16,700","17,500","18,190","15,660",4.24K,-4.87
864,12/21/17,16642.4,820.24,314.66,10461.0,8728562.0,"15,290","16,580","17,200","15,080",4.62K,-8.44
865,12/22/17,15898.0,822.64,319.26,10476.0,8739038.0,"13,960","15,370","15,840","11,300",12.55K,-8.7
866,12/23/17,13948.7,681.32,269.27,10484.0,8749522.0,,,,,,
867,12/24/17,14608.2,721.77,291.01,10491.0,8760013.0,,,,,,
868,12/25/17,13995.9,698.87,277.49,10495.0,8770508.0,"13,790","14,170","14,170","13,790",0,-1.22
869,12/26/17,14036.6,763.37,273.11,10506.0,8781014.0,"15,810","13,910","16,070","13,790",2.33K,14.65
870,12/27/17,16163.5,774.97,286.59,10524.0,8791538.0,"14,945","15,760","16,570","14,460",2.77K,-5.47
871,12/28/17,15864.1,762.21,272.13,10542.0,8802080.0,"13,755","15,050","15,300","13,350",3.38K,-7.96
872,12/29/17,14695.8,740.39,250.35,10558.0,8812638.0,"14,550","13,580","15,010","13,580",4.79K,5.78
873,12/30/17,14681.9,753.82,245.09,10561.0,8823199.0,,,,,,
874,12/31/17,12897.7,712.21,216.97,10566.0,8833765.0,,,,,,
875,1/1/18,14112.2,755.76,231.67,10568.0,8844333.0,"13,580","13,720","13,780","13,530",0,-6.67
876,1/2/18,13625.0,772.35,228.99,10578.0,8854911.0,"15,055","13,750","15,280","13,060",3.14K,10.86
877,1/3/18,14978.2,886.0,255.69,10591.0,8865502.0,"14,995","15,060","15,530","14,650",2.52K,-0.4
878,1/4/18,15270.7,961.71,245.47,10604.0,8876106.0,"14,945","14,970","15,480","14,200",3.18K,-0.33
879,1/5/18,15477.2,975.75,241.03,10618.0,8886724.0,"16,775","15,000","16,790","14,850",3.57K,12.24
880,1/6/18,17462.1,995.15,249.77,10627.0,8897351.0,,,,,,
881,1/7/18,17527.3,1043.01,296.05,10640.0,8907991.0,"16,240","16,420","16,470","16,210",0,-3.19
882,1/8/18,16476.2,1158.26,287.73,10650.0,8918641.0,"14,940","16,480","16,540","13,960",5.13K,-8
883,1/9/18,15123.7,1146.0,254.61,10661.0,8929302.0,"14,790","15,010","15,430","14,250",2.78K,-1
884,1/10/18,14588.5,1300.34,248.07,10673.0,8939975.0,"14,445","14,790","14,790","13,490",4.46K,-2.33
885,1/11/18,14968.2,1268.09,251.52,10691.0,8950666.0,"13,320","14,450","14,990","12,820",5.99K,-7.79
886,1/12/18,13453.9,1158.29,229.79,10715.0,8961381.0,"13,800","13,240","14,090","12,870",3.00K,3.6
887,1/13/18,13952.4,1270.47,236.88,10727.0,8972108.0,,,,,,
888,1/14/18,14370.8,1397.48,260.58,10737.0,8982845.0,"13,700","13,620","13,720","13,620",0,-0.72
889,1/15/18,13767.3,1365.21,237.29,10751.0,8993596.0,"13,570","13,700","14,310","13,440",0,-0.95
890,1/16/18,13836.1,1292.63,232.82,10765.0,9004361.0,"11,055","13,650","14,300","10,930",9.95K,-18.53
891,1/17/18,11431.1,1061.34,190.15,10776.0,9015137.0,"11,055","10,850","11,700","9,200",5.25K,0
892,1/18/18,11198.8,1016.44,186.95,10782.0,9025919.0,"11,765","10,990","12,140","10,620",9.80K,6.42
893,1/19/18,11429.8,1028.82,191.19,10801.0,9036720.0,"11,400","11,680","12,090","11,030",7.10K,-3.1
894,1/20/18,11656.2,1044.95,194.38,10818.0,9047538.0,,,,,,
895,1/21/18,12889.2,1155.68,211.24,10826.0,9058364.0,"11,590","11,480","11,590","11,400",0,1.67
896,1/22/18,11633.1,1055.35,191.79,10840.0,9069204.0,"10,215","11,220","11,880","10,110",9.10K,-11.86
897,1/23/18,10944.5,1004.17,180.28,10849.0,9080053.0,"10,975","10,190","11,450","9,910",11.24K,7.44
898,1/24/18,10903.4,987.48,178.43,10860.0,9090913.0,"11,195","10,990","11,490","10,450",7.42K,2
899,1/25/18,11421.7,1063.22,181.56,10872.0,9101785.0,"11,300","11,250","11,730","10,840",7.26K,0.94
900,1/26/18,11256.0,1052.7,179.82,10882.0,9112667.0,"10,940","11,170","11,610","10,240",7.58K,-3.19
901,1/27/18,11174.9,1055.75,176.66,10889.0,9123556.0,,,,,,
902,1/28/18,11475.3,1111.78,181.42,10897.0,9134453.0,"11,700","11,530","11,710","11,530",0,6.95
903,1/29/18,11755.5,1246.7,193.75,10913.0,9145366.0,"11,170","11,560","11,760","10,950",5.97K,-4.53
904,1/30/18,11306.8,1184.13,181.44,10924.0,9156290.0,"10,115","11,200","11,240","9,680",8.11K,-9.44
905,1/31/18,10108.2,1071.09,165.3,10934.0,9167224.0,"9,955","10,110","10,320","9,520",5.18K,-1.58
906,2/1/18,10237.3,1119.37,163.68,10944.0,9178168.0,"9,080","9,970","10,190","8,460",8.64K,-8.79
907,2/2/18,9142.28,1035.77,142.56,10952.0,9189120.0,"8,500","9,160","9,260","7,700",10.31K,-6.39
908,2/3/18,8852.12,919.21,131.4,10958.0,9200078.0,,,,,,
909,2/4/18,9175.7,964.67,160.38,10959.0,9211037.0,"8,160","8,520","8,520","8,150",0,-4
910,2/5/18,8270.54,834.96,148.73,10976.0,9222013.0,"7,055","8,450","8,460","6,600",11.10K,-13.54
911,2/6/18,7051.75,707.74,127.52,10985.0,9232998.0,"7,580","7,290","7,770","5,880",9.88K,7.44
912,2/7/18,7755.49,790.43,142.48,10997.0,9243995.0,"8,265","7,780","8,560","7,190",6.45K,9.04
913,2/8/18,7637.86,755.84,138.34,11002.0,9254997.0,"8,280","8,190","8,660","7,560",4.28K,0.18
914,2/9/18,8271.84,818.48,149.73,11014.0,9266011.0,"8,600","8,200","8,730","7,700",3.91K,3.86
915,2/10/18,8720.08,882.47,163.49,11016.0,9277027.0,,,,,,
916,2/11/18,8616.13,859.29,155.39,11018.0,9288045.0,"8,070","8,300","8,380","8,070",0,-6.16
917,2/12/18,8141.43,817.51,150.1,11022.0,9299067.0,"8,835","8,320","8,900","8,010",3.27K,9.48
918,2/13/18,8926.72,869.29,161.78,11034.0,9310101.0,"8,685","8,840","8,970","8,340",3.29K,-1.7
919,2/14/18,8599.92,844.28,159.58,11038.0,9321139.0,"8,685","8,610","9,400","8,470",2.14K,0
920,2/15/18,9488.32,923.73,212.35,11046.0,9332185.0,"10,095","9,350","10,220","9,310",5.75K,16.23
921,2/16/18,10135.7,934.79,225.5,11056.0,9343241.0,"10,135","10,060","10,320","9,740",4.23K,0.4
922,2/17/18,10207.5,944.75,229.5,11058.0,9354299.0,,,,,,
923,2/18/18,11123.4,973.35,230.51,11066.0,9365365.0,"10,390","10,150","10,640","10,150",0,2.52
924,2/19/18,10552.6,921.67,215.41,11075.0,9376440.0,"11,210","10,390","11,270","10,330",0,7.89
925,2/20/18,11231.8,943.57,223.09,11084.0,9387524.0,"11,685","10,440","11,800","10,330",8.39K,4.24
